occurrence_shops,occurrence_amenities,distribution_shop,distribution_amenities,proximity_shops,proximity_amenities,proximity_transport,correlation_shops_amenities
0,45,NA,-0.213853380654919,NA,342.761085114775,NA,0
9,49,-0.599784475704426,-0.0610961786132213,513.755176737681,390.572117260291,360.314080834838,0.183673469387755
10,54,NA,-0.0661350149605607,456.75530910254,455.712399511827,NA,0.185185185185185
12,124,-0.170517663174837,-0.0404921058657675,232.203332752792,301.539264460637,NA,0.0967741935483871
0,67,NA,-0.198210546363667,NA,440.078075823332,NA,0
0,68,NA,-0.0695751042054933,NA,405.108576471805,NA,0
0,28,NA,-0.208262732041308,NA,332.542988586032,NA,0
6,71,-0.162180461856047,-0.0809326623064454,290.60179791869,379.422027319834,NA,0.0845070422535211
1,16,NA,-0.0983150929194573,511.936521472919,275.197499401223,NA,0.0625
8,40,NA,-0.144793785250326,383.313445126399,326.504471832528,NA,0.2
21,20,-0.127311289046559,-0.110272263248761,456.302983612221,375.023662575331,NA,1.05
0,39,NA,-0.194015782629715,NA,354.030220290321,NA,0
8,67,-0.10137843677747,-0.0174277739614911,431.17192352288,428.754434850922,NA,0.119402985074627
15,35,NA,-0.472107778439203,442.379405086117,322.277833199374,NA,0.428571428571429
0,21,NA,-0.50633510576272,NA,472.232242277444,NA,0
171,246,-0.076975045771771,-0.00891948515550027,354.533363905241,381.406020423245,NA,0.695121951219512
16,94,-0.159214285341512,-0.207329689908738,449.186318511698,383.637265642223,NA,0.170212765957447
2,49,NA,-0.0860926949419141,445.200163746094,352.034022287514,NA,0.0408163265306122
1,1,NA,NA,423.411155293322,422.340672688313,NA,1
0,14,NA,NA,NA,521.31490801358,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,33,NA,-0.665676651070734,NA,433.311157803105,NA,0
16,35,-0.289936739129226,-0.103817440339128,140.648145678664,317.51048431784,NA,0.457142857142857
0,10,NA,NA,NA,452.719416536344,NA,0
0,2,NA,NA,NA,350.944047878315,NA,0
0,0,NA,NA,NA,NA,NA,NA
95,777,-0.197370382717261,-0.0205875677085689,386.281503927108,339.934075654476,NA,0.122265122265122
50,175,-0.120563190369872,-0.0814695093055443,469.676871068846,330.558373141438,NA,0.285714285714286
0,21,NA,-0.179601938482154,NA,355.754996094695,NA,0
0,6,NA,NA,NA,419.152849632585,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,35,NA,-0.613287485833161,NA,279.875043896295,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
17,67,-0.0449101078656522,-0.0936824923079401,368.98092376942,391.631136023846,NA,0.253731343283582
0,66,NA,-0.290324781483147,NA,163.857217568578,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,38,NA,-0.037391930952792,NA,348.035893883689,NA,0
1,36,NA,-0.187968187077576,435.545654947867,364.146728417807,NA,0.0277777777777778
0,0,NA,NA,NA,NA,NA,NA
0,12,NA,NA,NA,475.767656636476,NA,0
38,52,-0.152534692256082,-0.050188033364225,325.922417732648,227.111765358775,NA,0.730769230769231
105,200,-0.319778561274761,-0.110129225844305,323.028274143931,309.22110614738,NA,0.525
6,201,NA,-0.0163922383087478,183.971723788147,313.283030662159,NA,0.0298507462686567
0,0,NA,NA,NA,NA,NA,NA
0,48,NA,-0.218286840829413,NA,436.582058531769,NA,0
87,137,-0.0282677554448471,-0.0412945909882867,301.388023888155,354.505084291312,NA,0.635036496350365
0,11,NA,NA,NA,348.649550255559,NA,0
0,25,NA,-0.0371354953350598,NA,254.49502226983,NA,0
0,44,NA,-0.244382455773434,NA,430.362532401436,NA,0
16,99,-0.701939109236523,-0.377032771387469,506.556037714227,417.830884537625,NA,0.161616161616162
8,103,-0.43565754061227,-0.100096023912364,427.610661103836,393.709428712376,NA,0.0776699029126214
20,135,-0.183150295939261,-0.0940049074364852,444.395975609055,295.601109971216,NA,0.148148148148148
0,31,NA,NA,NA,246.208650574798,NA,0
0,2,NA,NA,NA,101.752332241732,NA,0
0,19,NA,-0.321445356048772,NA,360.442272308638,NA,0
0,112,NA,-0.0822673750567909,NA,324.198847914428,NA,0
0,68,NA,-0.0803428100596423,NA,404.78500528404,296.835156207744,0
46,106,-0.233331125452376,-0.0381970169602641,404.516433344828,350.6920203841,421.132980463712,0.433962264150943
14,208,-0.12579403464156,-0.105222814083642,275.145919450971,236.788824132706,NA,0.0673076923076923
1,4,NA,NA,210.434137209082,464.892023151353,NA,0.25
0,59,NA,-0.103202789469681,NA,389.022118176636,NA,0
16,68,NA,-0.124136073339326,359.500983502919,314.389810161092,NA,0.235294117647059
23,51,-0.0191658403404545,-0.389435684552309,207.389165189725,260.076952696953,NA,0.450980392156863
0,38,NA,-0.125299846447549,NA,410.821846827354,NA,0
1,67,NA,-0.117160299036237,515.04306326637,287.677898156592,NA,0.0149253731343284
17,92,-0.0820300939740299,-0.0719216134358168,525.704569189352,287.814763845017,NA,0.184782608695652
41,103,-0.148601818819118,-0.0919427113835061,123.783477835728,195.341896548736,NA,0.398058252427184
56,119,-0.199443369039258,-0.0362691988971631,301.87708003127,330.934450402232,NA,0.470588235294118
0,39,NA,-0.237802994798064,NA,250.908588879377,NA,0
34,96,-0.455854908228344,-0.113763304232749,258.302255875238,230.627460006691,NA,0.354166666666667
0,30,NA,-0.0976102822493407,NA,471.605553139381,NA,0
2,98,NA,-0.16428088571399,544.912876534087,398.975086072839,NA,0.0204081632653061
47,190,-0.155052260466655,-0.207589935254149,447.948623487987,366.001833007027,NA,0.247368421052632
6,26,-0.798565198356983,-0.341560943856,454.856101437038,292.569156288148,NA,0.230769230769231
9,236,-0.566788375236457,-0.190364403325408,493.156974395837,167.784985678167,NA,0.038135593220339
4,49,NA,-0.0365936281115074,501.859747669678,377.557230888437,NA,0.0816326530612245
1,299,NA,-0.126098406184825,488.900567254566,368.992910672225,NA,0.00334448160535117
0,20,NA,-0.219689069769692,NA,417.66915480571,NA,0
2,54,NA,-0.0968300857889736,382.34737213635,374.057335119953,NA,0.037037037037037
4,34,NA,-0.315838292625345,444.492768565588,413.485890956839,NA,0.117647058823529
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
6,95,NA,-0.0329260762901345,428.283343314953,363.362931792489,NA,0.0631578947368421
0,264,NA,-0.212197939037822,NA,423.095920827833,NA,0
0,35,NA,-0.599527638853292,NA,284.5631141833,NA,0
0,1,NA,NA,NA,382.694804730545,NA,0
0,0,NA,NA,NA,NA,NA,NA
7,4,-0.123628401769688,-0.931368041062633,336.219797157221,264.322824742745,NA,1.75
1,27,NA,-0.306202798989438,260.640925465546,398.078282280182,NA,0.037037037037037
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
1,11,NA,-0.185968174194351,510.658264796833,328.871688380778,NA,0.0909090909090909
0,7,NA,NA,NA,498.046196268275,NA,0
0,0,NA,NA,NA,NA,NA,NA
31,179,-0.106439543353753,-0.101282896700371,482.268354831708,369.349946604079,314.363701913313,0.173184357541899
16,52,-0.143558867971243,-0.14796264080018,347.597273307272,306.982580116772,NA,0.307692307692308
0,26,NA,-0.197824868635332,NA,436.218032466848,NA,0
34,50,-0.0672935172483184,-0.250463534467731,450.056713112916,417.036032642298,NA,0.68
5,28,-0.313168588314283,-0.371159128953956,446.406568127592,399.397351519365,NA,0.178571428571429
0,101,NA,-0.20998097511417,NA,266.214418748478,NA,0
13,43,-0.608016239703768,-0.191535130173248,443.995786769572,326.053384488056,NA,0.302325581395349
4,12,NA,-0.13991387506442,385.928030770387,358.385498099218,NA,0.333333333333333
8,48,NA,-0.106457856233618,430.038590768485,352.698860831776,NA,0.166666666666667
24,97,-0.179642503740514,-0.152035700737426,417.329845514195,265.027386214829,NA,0.247422680412371
84,180,-0.192004520379188,-0.0111128609196584,434.956831197295,354.777576223667,NA,0.466666666666667
8,89,NA,-0.119334093364434,489.327491203967,405.098800526082,NA,0.0898876404494382
103,242,-0.0950695555914957,-0.0206089988982137,238.354953658647,258.71807958091,NA,0.425619834710744
0,29,NA,-0.374548935981028,NA,417.744950820974,NA,0
2,50,NA,-0.154550313936754,404.065386893753,300.098683567631,NA,0.04
0,20,NA,-0.651181999086142,NA,422.032944435202,NA,0
0,9,NA,-0.110120060783698,NA,171.378373690633,NA,0
0,11,NA,-0.125691646983905,NA,484.776675290517,NA,0
0,7,NA,NA,NA,418.643700872011,NA,0
0,46,NA,-0.0809708579389279,NA,343.785168914452,NA,0
202,236,-0.00836161343140564,-0.0833433754243391,249.623680743868,313.065537874032,NA,0.855932203389831
628,586,-0.0171711176101768,-0.0240435724634316,334.310008014004,347.394908636229,NA,1.07167235494881
5,92,-0.830900477985406,-0.043137120387047,303.136607531214,368.745182391054,NA,0.0543478260869565
10,87,-0.73336059186608,-0.0325223314025838,463.11397947643,374.260854411527,NA,0.114942528735632
9,34,NA,-0.0753164768102132,399.502125053603,367.060039872111,NA,0.264705882352941
2,21,NA,-0.0634311765520893,349.439682206739,296.950620515351,NA,0.0952380952380952
70,131,-0.271591913424103,-0.0806282590321779,182.876755219429,298.855215996514,NA,0.534351145038168
0,35,NA,-0.346944348631263,NA,382.589465754566,NA,0
31,98,-0.0331286658708841,-0.215418432411509,412.724030550321,381.382938012427,NA,0.316326530612245
271,324,-0.019808433674635,-0.0467126416660421,382.67429318213,397.161669655019,NA,0.83641975308642
127,279,-0.127748264535455,-0.0240603144482522,377.220465367831,364.550841961165,NA,0.455197132616487
38,109,-0.217403844626012,-0.025751742600783,278.178330553874,324.488482098731,NA,0.348623853211009
0,14,NA,-0.112170054946192,NA,290.988787971827,NA,0
0,58,NA,-0.0393401437696638,NA,338.174283757273,NA,0
0,22,NA,-0.690620556592791,NA,442.23293715695,NA,0
0,7,NA,-0.420772866602417,NA,295.112942093639,NA,0
0,27,NA,-0.18299790724309,NA,349.38888191452,NA,0
0,12,NA,NA,NA,414.160403155655,NA,0
0,9,NA,-0.912302779496475,NA,477.97991742763,NA,0
0,11,NA,NA,NA,486.483094072683,NA,0
10,30,NA,-0.245301480179921,435.621273641539,423.04737337337,NA,0.333333333333333
0,50,NA,-0.0611793023665181,NA,308.09946748599,NA,0
0,74,NA,-0.290611825725398,NA,444.118958834361,NA,0
34,269,-0.498871272335819,-0.0293264173037658,271.682818962664,381.751426578876,NA,0.12639405204461
37,161,-0.535399855857297,-0.0302105951640244,414.549042128751,442.638965445621,NA,0.229813664596273
1,4,NA,-0.20303728056592,401.723200369432,487.869087165809,NA,0.25
0,77,NA,NA,NA,254.206018893269,NA,0
4,6,NA,NA,315.842346158932,498.233559658352,NA,0.666666666666667
40,54,-0.440820572818572,-0.263882350325343,289.953948090209,351.646603572549,NA,0.740740740740741
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,17,NA,-0.632971769566787,NA,343.259384771496,NA,0
2,9,NA,-0.648360474529028,495.39158486459,405.722412035451,NA,0.222222222222222
0,0,NA,NA,NA,NA,NA,NA
0,5,NA,NA,NA,502.741653784777,NA,0
0,1,NA,NA,NA,484.444911444025,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
1,4,NA,-0.265660648361717,465.54384665073,523.328954272295,NA,0.25
0,38,NA,-0.217575716783537,NA,324.80612129401,NA,0
0,72,NA,-0.202437618155779,NA,296.604432967896,NA,0
74,175,-0.0580541024218811,-0.0811994758761245,215.752241464964,305.232376789752,47.7093784440986,0.422857142857143
0,9,NA,NA,NA,475.823997463728,NA,0
0,9,NA,-0.666475365048612,NA,226.240859821283,NA,0
2,13,NA,-0.336380205267677,528.213108315728,382.547041944877,NA,0.153846153846154
8,20,NA,-0.0586399559794951,352.290154455353,381.323475970382,NA,0.4
0,36,NA,-0.0303335912937215,NA,282.287277275127,NA,0
32,74,-0.405012625953625,-0.0313763665026523,400.950105193864,341.043582054282,NA,0.432432432432432
1,29,NA,-0.750618109537859,486.717901826238,452.113699497808,NA,0.0344827586206897
66,93,-0.219344087399281,-0.070341543386363,219.712825619816,338.37863501576,NA,0.709677419354839
2,103,NA,-0.166297513761582,141.965632659917,338.058075594003,NA,0.0194174757281553
6,42,-0.126679912694814,-0.0479472581928698,410.266837109578,451.438424662097,NA,0.142857142857143
30,78,-0.259279964256748,-0.0775819592404123,335.028275152854,306.189654320978,NA,0.384615384615385
0,1,NA,NA,NA,217.029880840441,NA,0
0,8,NA,NA,NA,199.310307419406,NA,0
0,74,NA,-0.16888579824324,NA,378.544144412339,NA,0
0,10,NA,-0.432433253974963,NA,357.172193823285,NA,0
0,8,NA,NA,NA,392.704763110425,NA,0
0,15,NA,-0.601553848250331,NA,166.647441683054,NA,0
0,56,NA,-0.126657593758473,NA,341.064470965418,NA,0
37,34,-0.276658724111155,-0.125361919088313,341.448663042377,443.121160579349,NA,1.08823529411765
31,134,-0.289675380692268,-0.141869387542985,431.513950127314,402.285109084728,NA,0.23134328358209
46,117,-0.123475457902625,-0.0890923129308606,251.580846956074,359.605501739601,NA,0.393162393162393
1,38,NA,-0.204869252099101,452.624626997718,432.775931712684,NA,0.0263157894736842
19,90,-0.872749488152858,-0.0329700512721183,436.809929590855,397.186214933711,NA,0.211111111111111
1,80,NA,-0.215248144980894,552.998035994937,380.144988228279,NA,0.0125
22,52,-0.0474614958463811,-0.166652425087268,403.791657491981,433.903470702278,NA,0.423076923076923
6,99,NA,-0.0718217314437849,289.018801888502,395.099520267825,NA,0.0606060606060606
16,113,-0.100677137917438,-0.116319231289312,419.183972406755,421.309622657586,NA,0.141592920353982
1,98,NA,-0.132653758222566,416.506564755209,272.213097024196,NA,0.0102040816326531
13,67,-0.256379264535793,-0.168961735812538,237.515726687632,277.359019205217,261.887307362928,0.194029850746269
12,142,-0.313900215590484,-0.174053943052101,396.014859353437,341.269225538518,NA,0.0845070422535211
1,128,NA,-0.0528951451331026,298.303863006686,359.802369884967,NA,0.0078125
6,64,-0.907255536531617,-0.0826350305242348,274.893726031787,429.916311547181,NA,0.09375
1,112,NA,-0.255143586020252,440.657338908833,309.45139454686,NA,0.00892857142857143
11,57,NA,-0.174120675237624,424.88641153272,428.437780621995,NA,0.192982456140351
0,3,NA,NA,NA,439.182433657734,NA,0
6,15,NA,-0.237820123458659,401.775169833759,404.506749508242,NA,0.4
0,55,NA,-0.109282772251684,NA,426.169003306642,NA,0
0,8,NA,NA,NA,466.525018395609,NA,0
0,105,NA,-0.0614658425567502,NA,451.839410591276,NA,0
291,660,-0.0591270773645287,-0.0180553187431037,342.417074151044,350.789183290692,NA,0.440909090909091
44,464,-0.037921561908431,-0.0276516583722852,473.323025523729,399.782601966249,NA,0.0948275862068965
2,13,NA,-0.358295060718037,313.685242940004,383.699338571145,NA,0.153846153846154
0,0,NA,NA,NA,NA,NA,NA
7,2,-0.190384369747657,NA,550.868869702586,479.388287649099,NA,3.5
0,1,NA,NA,NA,447.80365080112,NA,0
0,21,NA,NA,NA,406.327508928673,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
4,31,-0.375947719423815,-0.120275749419912,440.185041900503,361.947669826795,NA,0.129032258064516
0,0,NA,NA,NA,NA,NA,NA
0,16,NA,-0.396631538945517,NA,344.453701493248,NA,0
0,7,NA,NA,NA,513.228386550186,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,13,NA,-0.191597010674217,NA,214.671108169689,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
8,56,NA,-0.103128170922784,165.438081310419,106.118041189592,NA,0.142857142857143
0,5,NA,-0.866932019942379,NA,477.074852667383,NA,0
0,77,NA,-0.0924943184696382,NA,345.119180213086,NA,0
0,53,NA,-0.095891243466954,NA,310.19090037392,NA,0
59,175,-0.187570106344239,-0.02157387036481,361.405703999787,348.659257658817,NA,0.337142857142857
0,147,NA,-0.0715944771454858,NA,306.732485841984,NA,0
18,47,-0.601804877495624,-0.171815145741778,227.852171956841,352.052751830335,NA,0.382978723404255
2,13,NA,-0.177991343249584,528.238290316289,455.892632574836,NA,0.153846153846154
31,108,-0.212630897158303,-0.0337145723850367,349.340463975032,383.832481363026,NA,0.287037037037037
106,231,-0.0215702004021642,-0.0330160421496284,285.799831844892,309.242091212778,NA,0.458874458874459
131,120,-0.12104829060672,-0.0210354180394552,467.533955552833,440.618973303914,NA,1.09166666666667
3,65,-0.388349073692256,-0.0956908200617738,351.055633648369,392.775960850251,NA,0.0461538461538462
0,16,NA,-0.243549643749655,NA,438.548518949608,NA,0
0,7,NA,NA,NA,488.53318504907,NA,0
0,22,NA,-0.0538697098143066,NA,300.074368292433,NA,0
8,48,NA,-0.0200611286457401,515.350883481273,440.09907027411,NA,0.166666666666667
17,71,-0.308627420119204,-0.301227584593487,113.30242615166,260.492337902437,NA,0.23943661971831
0,42,NA,-0.899067691946775,NA,379.997571291414,NA,0
1,49,NA,-0.15414077523981,514.47167447476,395.51051876016,NA,0.0204081632653061
63,88,-0.0297450499142429,-0.0564359757787082,405.642542249963,394.373138766954,NA,0.715909090909091
45,96,-0.223544802455623,-0.060473477316502,363.351269438645,329.161712116946,NA,0.46875
1,64,NA,-0.0644083439100606,392.614707579271,309.424591698553,NA,0.015625
7,99,-0.346920248836534,-0.0234093217788106,194.736051088535,309.474695912205,NA,0.0707070707070707
0,29,NA,-0.105777820274701,NA,427.036188528251,NA,0
6,74,-0.1617300827327,-0.0445436386918516,265.526741676044,322.669480597526,NA,0.0810810810810811
2,54,NA,-0.0820297780265791,356.831546594062,362.472016855867,NA,0.037037037037037
62,158,-0.0921656515817434,-0.0309976842005012,316.012477887711,375.034255824431,NA,0.392405063291139
1,69,NA,-0.19988435054006,325.728080686691,315.287109635232,NA,0.0144927536231884
0,25,NA,-0.169728613622342,NA,375.308694983433,NA,0
133,209,-0.0636498888051481,-0.0515102248538594,359.733510619331,351.509114425173,NA,0.636363636363636
1,55,NA,-0.0381987795642916,84.7677321150812,393.663444354774,NA,0.0181818181818182
34,22,-0.149620084920378,-0.0724664436954018,385.582446651919,441.285265280648,NA,1.54545454545455
8,56,-0.515512779620977,-0.0745841611879529,367.325448344186,374.16986014644,NA,0.142857142857143
0,134,NA,-0.0539356453298636,NA,459.348389752005,NA,0
1,32,NA,-0.0859356918070227,461.12628132738,302.020411344244,NA,0.03125
0,52,NA,-0.0603955804716985,NA,346.035055014218,NA,0
0,38,NA,-0.0272474588983053,NA,418.758517498628,NA,0
0,34,NA,-0.143857312464784,NA,385.787647041835,NA,0
0,2,NA,NA,NA,505.627017486131,NA,0
5,24,NA,-0.515712228287697,123.517669678202,317.674648850944,NA,0.208333333333333
112,296,-0.0581012264348648,-0.0676983913151118,478.778080644228,429.755975999602,412.314881435373,0.378378378378378
0,10,NA,NA,NA,434.041442267152,NA,0
0,9,NA,-0.138969543501902,NA,171.389417104878,NA,0
0,25,NA,-0.584242095856298,NA,320.223925242427,NA,0
0,0,NA,NA,NA,NA,NA,NA
2,30,NA,-0.171630698671393,434.420752762904,378.060356930616,NA,0.0666666666666667
0,53,NA,-0.132930599834781,NA,375.912427842256,NA,0
4,51,NA,-0.0667388722485578,104.801958309955,338.73422202837,NA,0.0784313725490196
0,15,NA,-0.267811738946745,NA,404.959851278931,NA,0
0,6,NA,-0.80555383259401,NA,432.544626577492,NA,0
0,2,NA,NA,NA,496.261917366878,NA,0
0,5,NA,-0.769447330873274,NA,388.315828367719,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,33,NA,-0.121149447264063,NA,325.637054072771,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
16,19,NA,-0.0442715992205072,318.312582427553,437.839855799398,NA,0.842105263157895
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
1,72,NA,-0.193378836581949,424.573993641806,274.408752042359,NA,0.0138888888888889
0,18,NA,-0.197943270410036,NA,409.77902471116,NA,0
9,25,NA,NA,418.145242348055,410.374777946842,NA,0.36
0,17,NA,-0.110407750826049,NA,417.048693296588,NA,0
0,56,NA,-0.0279555592214626,NA,349.671623702548,NA,0
27,116,-0.189852508144869,-0.0619235868052147,445.255728571414,399.739165089255,NA,0.232758620689655
0,11,NA,-0.60615445713135,NA,465.060143630754,NA,0
0,29,NA,-0.5771097873802,NA,316.568063682705,NA,0
2,39,NA,-0.07658576663323,476.77311868243,401.276401807897,NA,0.0512820512820513
16,50,-0.272630922535928,-0.0920058576606992,511.05788735102,432.989272118372,NA,0.32
132,160,-0.0192733059676705,-0.0509516380220497,444.847820094695,433.901864156797,NA,0.825
87,316,-0.0575351309754859,-0.0507264500373139,443.257285963155,383.026233532364,NA,0.275316455696203
0,34,NA,-0.166647252878874,NA,448.502511512046,NA,0
0,71,NA,-0.154905517938572,NA,449.6898341887,NA,0
0,21,NA,-0.0405764035980177,NA,463.224987206931,NA,0
0,56,NA,-0.114508120952528,NA,274.56342476371,NA,0
0,7,NA,NA,NA,417.512789573721,NA,0
10,59,-0.122226198337756,-0.161205238007912,345.95460348914,372.411044723655,NA,0.169491525423729
1,48,NA,-0.238479265450025,495.421122548388,378.8159278423,NA,0.0208333333333333
20,105,-0.106406330941806,-0.167227654824766,235.662879286401,327.404019779454,NA,0.19047619047619
32,65,-0.0832176972675074,-0.0922443425624606,400.968506996501,335.134947400872,NA,0.492307692307692
0,8,NA,NA,NA,364.17278300777,NA,0
11,41,NA,-0.0558348332442317,200.415072235683,373.1562723922,132.032830031051,0.268292682926829
64,262,-0.0229760570769104,-0.0297432903630642,271.919938965298,290.759040822443,238.136039342531,0.244274809160305
6,44,-0.0539734307486335,-0.0660751704460758,506.219058084287,235.158662561754,NA,0.136363636363636
6,83,-0.0683247955340623,-0.0576264054652531,404.628091816592,301.779994530561,NA,0.072289156626506
48,67,-0.288027556360897,-0.340570596880631,393.260685889027,364.937190945126,NA,0.716417910447761
0,133,NA,-0.0931187087108362,NA,390.09623422279,NA,0
0,44,NA,-0.434249452367678,NA,318.443840437407,NA,0
7,46,-0.94175248558791,-0.415293224346056,347.87246246303,265.5351503406,NA,0.152173913043478
146,247,-0.0357237275697973,-0.0457233961312137,397.860827547123,436.046712023053,NA,0.591093117408907
16,101,-0.259811362860655,-0.0761597712734603,136.012427138898,336.332060192084,NA,0.158415841584158
81,248,-0.0265300375105336,-0.0694314744792789,452.804225543064,392.968370794034,NA,0.326612903225806
7,22,-0.48446767368697,-0.035655402359563,422.054863674373,438.785142195843,NA,0.318181818181818
1,19,NA,-0.122873323733085,539.307969821829,388.318355142126,NA,0.0526315789473684
19,164,-0.0300791033692421,-0.18029608068355,183.420860776873,306.690813779684,NA,0.115853658536585
30,60,NA,-0.193110908079469,461.294430266267,396.89219486722,NA,0.5
2,46,NA,-0.147544051282976,15.3838580054414,151.756026910343,NA,0.0434782608695652
18,82,-0.920653372688577,-0.0933371201480452,430.72077980442,425.731736790293,NA,0.219512195121951
0,31,NA,-0.346549644139983,NA,353.168043245534,NA,0
0,10,NA,-0.468311062692921,NA,465.069396747883,NA,0
0,63,NA,-0.0978515199692766,NA,408.598715827582,NA,0
2,51,NA,-0.213770438068377,331.39415306063,390.642381464731,363.112245181512,0.0392156862745098
0,12,NA,-0.342066358480463,NA,441.14347425282,NA,0
78,143,-0.0335613228028291,-0.184007563459366,496.155684872228,481.491326723856,NA,0.545454545454545
15,21,NA,-0.423065656853952,217.758729680082,387.561559833039,NA,0.714285714285714
2,23,NA,-0.329072808814026,288.076162044431,382.975678828247,NA,0.0869565217391304
0,6,NA,-0.704945563790807,NA,288.447709323423,NA,0
3,29,-0.339235750264867,-0.134562753816795,529.114212012775,464.302917824064,NA,0.103448275862069
0,18,NA,NA,NA,466.065883450709,NA,0
4,47,NA,-0.494661366759504,313.784176965376,372.781148552645,NA,0.0851063829787234
1,76,NA,-0.212861131014726,461.283256271101,408.066846585832,NA,0.0131578947368421
67,118,NA,-0.158920874845205,455.147731162193,455.75895986718,NA,0.567796610169492
0,29,NA,NA,NA,417.668237044828,NA,0
0,4,NA,NA,NA,395.350922950099,NA,0
0,8,NA,-0.124115093147431,NA,502.604353696733,NA,0
0,12,NA,-0.0745899983443753,NA,382.493839768705,NA,0
0,1,NA,NA,NA,198.626106562564,NA,0
0,15,NA,-0.330356669415355,NA,399.223416272637,NA,0
1,6,NA,-0.216926461469897,456.784794663507,406.088870302714,NA,0.166666666666667
0,119,NA,NA,NA,194.40516332296,NA,0
137,92,-0.0138841932447885,-0.238100065998452,240.712593015882,189.009457497359,NA,1.48913043478261
0,11,NA,-0.333764807383996,NA,206.798483986039,NA,0
20,77,-0.390273402301708,-0.100143495239358,102.372515130865,175.333414763121,NA,0.25974025974026
1,5,NA,-0.346119575612189,151.572776984122,348.774356688255,NA,0.2
0,9,NA,NA,NA,496.050878498664,NA,0
1,16,NA,-0.0847107768042619,45.6077900527881,271.537180712276,NA,0.0625
34,119,-0.195804393237603,-0.201587081350188,495.224760144431,415.189548151657,NA,0.285714285714286
4,51,NA,-0.122093964393486,500.947272508354,333.219262097744,NA,0.0784313725490196
0,48,NA,-0.0860865419658807,NA,418.295542624455,NA,0
7,62,-0.379813806724887,-0.0928887825628835,404.104522553272,385.483842930359,NA,0.112903225806452
221,331,-0.0108495597378186,-0.0844990157270858,366.775327247456,376.607289347363,NA,0.667673716012085
0,23,NA,-0.0339451492659494,NA,371.442771715354,NA,0
0,10,NA,-0.849971600884829,NA,346.788632168911,NA,0
0,49,NA,-0.15780609626663,NA,345.646602630893,NA,0
1,127,NA,-0.0263742253828946,572.694903931472,205.28727142284,NA,0.0078740157480315
6,83,-0.121121568277854,-0.0659768766217557,61.0732215820125,256.346441565859,NA,0.072289156626506
5,94,NA,-0.0587136080331072,254.086827107076,383.000742532537,NA,0.0531914893617021
185,200,-0.0341157360393037,-0.0219059364517994,450.269684070582,410.128849396147,NA,0.925
69,178,-0.330084172490214,-0.0311633577610162,454.146010537038,367.123445465544,NA,0.387640449438202
15,78,-0.0248963189322277,-0.10869366703025,480.423522540696,390.93949315436,NA,0.192307692307692
17,117,-0.538496667293895,-0.0174472570497375,415.203209747377,324.772147648543,NA,0.145299145299145
31,128,-0.0887615469151544,-0.0238910637267766,342.091224088744,361.069037404314,NA,0.2421875
12,137,-0.0225965144839596,-0.00520681063317146,395.593451407937,365.196675209223,NA,0.0875912408759124
38,104,-0.0567150281574016,-0.0598036513174829,382.182252410087,383.135431119985,NA,0.365384615384615
202,334,-0.0208684028330778,-0.0995386436467735,191.358984087635,268.070825285788,NA,0.604790419161677
21,183,-0.288484077716904,-0.139059868520784,204.232676354495,368.085686720928,NA,0.114754098360656
103,433,-0.130558807372916,-0.0457543935691357,320.797450496772,301.71572913636,NA,0.237875288683603
11,78,-0.251234816539014,-0.0574084605339098,327.56683942718,419.720880017594,NA,0.141025641025641
13,50,-0.0689667639352751,-0.0523766278525049,339.846615563473,347.227473731463,NA,0.26
29,48,-0.166893468857075,-0.0819286349753048,433.670607120552,364.77098279686,NA,0.604166666666667
23,82,-0.068254702115588,-0.0423881929725816,374.653464725326,382.355638760636,NA,0.280487804878049
13,35,-0.308006606877178,-0.137647908345586,417.404963271043,436.714894821536,NA,0.371428571428571
57,121,-0.0174504228741457,-0.0248560217224272,185.708391600273,254.958176326481,NA,0.471074380165289
9,104,NA,-0.0527686130073533,246.499213454771,265.268389719374,NA,0.0865384615384615
1,93,NA,-0.183544489894503,493.559341469005,445.538667155298,NA,0.010752688172043
87,150,-0.115118418384327,-0.0551643573888643,415.325518045155,419.214165082965,NA,0.58
0,9,NA,-0.394422112345379,NA,370.566668292652,NA,0
1,32,NA,-0.0864883412257549,466.363633860437,272.64705192824,NA,0.03125
