occurrence_shops,occurrence_amenities,distribution_shop,distribution_amenities,proximity_shops,proximity_amenities,proximity_transport,correlation_shops_amenities
167,493,-0.0603462281511244,-0.0392018260065674,355.954211985938,344.86004636058,NA,0.338742393509128
1,2,NA,NA,440.48310894916,319.188301369757,NA,0.5
0,12,NA,NA,NA,538.658150863624,NA,0
15,106,-0.143566504738668,-0.0327785233172382,340.283268691507,336.805979375697,NA,0.141509433962264
1,40,NA,-0.315262426542868,265.750950869743,355.863908047303,NA,0.025
3,35,NA,-0.177865247940476,390.350509576498,369.514874342237,NA,0.0857142857142857
1,43,NA,-0.160721194490449,485.739625198394,467.67851086785,566.111253969996,0.0232558139534884
2,12,NA,-0.387715303928825,450.866850935815,446.311465024753,521.676333072079,0.166666666666667
1,106,NA,-0.0528639441449464,487.550441369383,409.428160635597,NA,0.00943396226415094
19,295,-0.0350043953485429,-0.0511009908683269,407.853463307991,399.554638828772,452.770846170091,0.0644067796610169
5,57,-0.94278174269763,-0.229695606422055,463.60737873144,452.148950347283,482.096101657396,0.087719298245614
1,20,NA,-0.0637726101511035,355.534319549481,437.801146496336,NA,0.05
19,89,-0.189946640498575,-0.0874107522975058,438.287532525066,427.989293297929,NA,0.213483146067416
15,69,-0.111489490186093,-0.194648912870636,426.718360236403,431.579117294399,NA,0.217391304347826
243,259,-0.0110461406251267,-0.020119699293425,371.163029204829,417.526322226098,NA,0.938223938223938
4,30,NA,-0.42928617928674,534.771030646748,423.623325750816,NA,0.133333333333333
2,64,NA,-0.172537576198975,301.129229325038,376.28359333321,NA,0.03125
13,76,-0.130562517123601,-0.0935881791906676,391.262866913444,386.505177886945,NA,0.171052631578947
0,17,NA,-0.423950333678358,NA,223.111281911709,NA,0
12,65,-0.0549025048856874,-0.0375867984127943,340.285009071552,301.077791677002,NA,0.184615384615385
281,385,-0.010900763522906,-0.013390123503481,352.105574815728,379.24178577541,106.92318843698,0.72987012987013
67,297,-0.0883015424857454,-0.0209913295170031,455.69193443015,356.314817331336,NA,0.225589225589226
344,479,-0.0599325788974325,-0.0264767168065805,320.846628936537,340.802540906644,371.839215024462,0.718162839248434
96,640,-0.255115166375843,-0.171522887952043,376.392347302071,359.612734249539,NA,0.15
112,278,-0.104090244940438,-0.0250566731355253,381.569545127009,331.457071726326,NA,0.402877697841727
319,628,-0.157256674128927,-0.108336987659379,317.170990225736,278.48088357838,NA,0.50796178343949
236,727,-0.00400460062043582,-0.0136010898127442,339.193936628024,365.296911479789,454.254833579099,0.324621733149931
18,897,-0.0759655307375127,-0.172000997467221,381.649499302588,263.184205012771,264.57518924334,0.020066889632107
113,711,-0.016129489706455,-0.0272150522356286,396.869503782219,347.227285264622,NA,0.158931082981716
71,515,-0.23922974537091,-0.00902235569396221,412.902172775274,336.089533584214,409.340154667242,0.137864077669903
46,467,-0.0222884023267318,-0.0477514789837517,307.211678894523,317.793973495753,NA,0.0985010706638116
18,406,-0.148948039168766,-0.121751374141813,296.858994712595,367.006980638765,NA,0.0443349753694581
93,295,-0.0791185707474013,-0.131173164878299,450.785687283227,381.741811013195,285.964123203512,0.315254237288136
28,159,-0.397215083108063,-0.0441619710310596,481.859925295434,379.635806078334,NA,0.176100628930818
15,166,-0.213679213967269,-0.0350161253973151,417.994840838967,305.352540536459,NA,0.0903614457831325
31,312,-0.549695785061542,-0.11822222967381,299.293420266086,276.056053817875,NA,0.0993589743589744
1,113,NA,-0.287380604681276,532.247087784103,340.68153136745,NA,0.00884955752212389
3,23,-0.415735479800562,-0.343591641972916,356.232004999054,476.899931028693,NA,0.130434782608696
0,27,NA,-0.130174157231191,NA,372.299880223836,NA,0
0,31,NA,-0.175491097698388,NA,402.82425941488,NA,0
46,110,-0.202934913954805,-0.0702640812183312,258.68757998665,225.974377141395,NA,0.418181818181818
3,47,-0.892661620645905,-0.285531885002348,427.336875513336,400.490770048342,NA,0.0638297872340425
3,101,-0.735597688678651,-0.132913486077607,394.721713933669,361.01780593333,NA,0.0297029702970297
0,46,NA,-0.153420507372396,NA,331.828667702858,NA,0
8,62,-0.675046070947605,-0.172532742817671,349.456171544059,274.357173698069,NA,0.129032258064516
0,66,NA,-0.056073399467287,NA,309.34804225632,NA,0
8,47,NA,-0.0176450986077739,378.8724764794,361.278427166758,314.496631521636,0.170212765957447
2,45,NA,-0.172926501699988,474.67854476717,415.989008707172,NA,0.0444444444444444
0,0,NA,NA,NA,NA,NA,NA
1,4,NA,NA,169.489414296602,293.80377006485,NA,0.25
0,10,NA,NA,NA,286.496476461107,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,63,NA,-0.304198499838991,NA,481.939380608961,NA,0
0,2,NA,NA,NA,413.002271325165,NA,0
20,40,-0.0288869244207018,NA,500.812344203781,274.661126394865,NA,0.5
340,549,-0.19287684624021,-0.0149121123934515,331.729021029306,339.833387668184,NA,0.619307832422586
52,341,-0.0178831389530019,-0.0816429157913735,491.87234478925,381.770467402984,NA,0.152492668621701
0,19,NA,-0.589555226949084,NA,293.510855775738,NA,0
0,45,NA,-0.648303411447055,NA,452.224684087181,NA,0
1,3,NA,NA,542.63701057641,493.699713651581,NA,0.333333333333333
0,7,NA,NA,NA,411.410061444477,NA,0
44,100,-0.106314570396156,-0.11187978340844,232.604641799923,312.792519436491,NA,0.44
8,56,-0.565004792400207,-0.161044452403482,398.018265691181,414.395552619763,NA,0.142857142857143
0,58,NA,NA,NA,350.663403677853,NA,0
0,31,NA,-0.293599067366852,NA,332.09849045183,NA,0
0,18,NA,-0.102964154883612,NA,446.953746666423,NA,0
1,7,NA,-0.705196481511091,291.333046937848,445.440068901761,NA,0.142857142857143
11,57,-0.360035861378425,-0.122473086990229,141.147883404343,428.855794641637,NA,0.192982456140351
100,217,-0.114840115694745,-0.0432383867233991,197.128521412127,261.029508579455,NA,0.460829493087558
0,50,NA,-0.53634413138218,NA,359.599716132261,NA,0
15,90,-0.193041225070846,-0.0839976977200256,479.532024267669,394.057672586632,NA,0.166666666666667
14,86,-0.0229997266973062,-0.0487060251059184,421.734293378991,385.639323891425,352.774422921599,0.162790697674419
44,277,-0.0749730321569577,-0.0259749088070245,285.092240596891,338.617436982871,292.069829887382,0.15884476534296
150,641,-0.00992078120375905,-0.0377337549498459,337.714484663206,332.26807493127,NA,0.234009360374415
3,47,NA,-0.201020763007648,234.557165043563,425.169753710052,NA,0.0638297872340425
24,227,-0.0683969215511237,-0.110145936192859,332.579049581494,329.404340980357,NA,0.105726872246696
10,65,-0.064313776913225,-0.218684752663466,244.415634036756,374.92960588253,150.385640377162,0.153846153846154
5,22,-0.785055054386098,-0.308671368288201,458.223070994035,371.76279941339,NA,0.227272727272727
51,247,-0.0283666528872319,-0.245356434854717,375.05341483095,384.105449997815,NA,0.206477732793522
128,284,-0.167734142618047,-0.0375768787121545,422.589052733381,414.540630466195,444.278377745062,0.450704225352113
459,495,-0.147311702843546,-0.0147197277144414,446.233088131944,394.329983405567,174.535075319445,0.927272727272727
103,392,-0.0394367441908333,-0.0204474984408886,416.47387491193,393.411358899177,479.356982807741,0.262755102040816
1,253,NA,-0.0440499303760784,562.34216936962,379.823811803962,NA,0.00395256916996047
3,86,-0.895346202609928,-0.214226670830696,411.994733942974,340.818312199214,NA,0.0348837209302326
758,774,-0.0157805504510729,-0.08277605433234,366.129694045243,309.261494862002,NA,0.979328165374677
505,1019,-0.00327481325820044,-0.00927955013296766,396.016728705203,375.465558919015,NA,0.49558390578999
147,979,-0.106383770663474,-0.0551021287159356,456.052018157253,370.749221954528,NA,0.150153217568948
121,647,-0.0204358546379174,-0.0161561384604909,390.134676108714,345.69749137652,245.919816944521,0.187017001545595
107,1057,-0.0608192911834731,-0.0113618727837586,260.170416225272,305.279283153663,148.096002602688,0.101229895931883
39,374,-0.164951154794562,-0.0270920313311534,426.243391866622,332.751673782667,NA,0.10427807486631
38,228,-0.091553113047544,-0.0177538201732149,376.563003962632,287.578650980668,290.385606017377,0.166666666666667
2,50,NA,-0.0350188851833506,512.783835880995,343.924806448864,NA,0.04
12,119,-0.345987516565454,-0.179245938493695,468.821146595295,399.866694929854,NA,0.100840336134454
79,184,-0.020388395681359,-0.0117939303964405,240.851954265819,329.088004203038,411.029830476104,0.429347826086957
2,247,NA,-0.0804629612334527,391.927895593877,375.060366228566,NA,0.00809716599190283
2,112,NA,-0.213837838738846,487.452988726821,463.449942871564,NA,0.0178571428571429
1,97,NA,-0.188280400872729,330.585530180457,242.250144304788,NA,0.0103092783505155
2,99,NA,-0.0740454256710409,327.983620543011,326.682959213846,NA,0.0202020202020202
1,77,NA,-0.23043129671956,407.968194079785,246.928873752458,NA,0.012987012987013
4,59,NA,-0.0700899337989789,337.5048723796,365.383222840385,NA,0.0677966101694915
2,65,NA,-0.0474289401172746,511.197550113866,495.291830227253,NA,0.0307692307692308
0,59,NA,-0.0697909303699103,NA,329.913647685997,NA,0
0,81,NA,-0.0223632347394802,NA,307.377139735597,NA,0
0,37,NA,-0.333311135923797,NA,356.23836645074,NA,0
0,14,NA,-0.327403222105797,NA,425.718387673489,NA,0
1,3,NA,-0.917537125015431,360.040027866883,401.923702922817,NA,0.333333333333333
0,2,NA,NA,NA,497.919211179002,NA,0
0,16,NA,NA,NA,293.505162758996,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,4,NA,NA,NA,507.564830574068,NA,0
0,9,NA,NA,NA,332.338357981083,NA,0
8,92,NA,-0.223309425416698,378.851730202948,273.55168386355,NA,0.0869565217391304
0,29,NA,-0.0910262750576146,NA,417.867109763118,NA,0
0,8,NA,NA,NA,532.047954654184,NA,0
2,42,NA,-0.17663621466996,439.258443026767,415.074036718749,NA,0.0476190476190476
0,35,NA,-0.312672388895659,NA,327.774206579968,NA,0
3,44,NA,-0.109736842033809,382.897923872673,404.77901365907,NA,0.0681818181818182
0,12,NA,-0.202216741191907,NA,429.092454514176,NA,0
0,49,NA,-0.379372268306193,NA,365.636506993559,NA,0
0,52,NA,-0.0926291054881143,NA,458.295284800185,NA,0
0,154,NA,-0.0295834807424331,NA,416.652696646165,NA,0
0,2,NA,NA,NA,390.126538765719,NA,0
0,27,NA,-0.113262854563084,NA,349.764317184366,NA,0
1,11,NA,NA,344.433220579442,437.926598609032,NA,0.0909090909090909
0,15,NA,NA,NA,162.513257108859,NA,0
26,52,-0.301031930365909,-0.501076365602277,429.545788895328,437.698657848611,NA,0.5
4,109,NA,-0.263642519670447,341.679164038634,312.456100129221,NA,0.036697247706422
3,50,NA,-0.29878224848433,185.784987308568,272.521708296919,NA,0.06
3,78,-0.81174326294876,-0.0880941248574823,472.410845904133,392.644411382212,NA,0.0384615384615385
0,68,NA,-0.0601010950361936,NA,362.319137958257,NA,0
0,175,NA,-0.0333954115149685,NA,396.520892915953,NA,0
7,65,-0.129607029721286,-0.149226874456967,479.867924572651,346.352653267948,NA,0.107692307692308
1,105,NA,-0.102878314836391,155.393026445151,378.943941671084,207.870281312006,0.00952380952380952
2,15,NA,-0.204101840052196,138.439308804215,346.535998092023,127.9114556242,0.133333333333333
4,10,-0.506503712294076,-0.488398211523428,480.441574625008,318.824321661759,402.588603737596,0.4
1,147,NA,-0.0271687805840021,342.111457988182,284.941806248058,NA,0.00680272108843537
6,126,-0.193321501119112,-0.0420085197616694,351.613845838803,397.43965384129,NA,0.0476190476190476
412,382,-0.0766783491622768,-0.0717232690478337,407.045645584163,385.80574349536,541.805285426449,1.07853403141361
278,355,-0.178485933363806,-0.0171214345551886,311.819298032319,308.548241677495,NA,0.783098591549296
168,559,-0.0725396961548433,-0.0133626972105009,380.486011417745,385.986226176492,NA,0.300536672629696
430,912,-0.0123433971175599,-0.0298842608097317,304.544701378594,338.442695847693,NA,0.471491228070175
1046,1130,-0.00543602417687715,-0.0120638141679842,324.291349080233,320.151977238343,300.727879726523,0.925663716814159
2437,2812,-0.0395923850816811,-0.0148068436804415,290.230399559252,336.253614268165,NA,0.866642958748222
1846,3471,-0.0305679088322465,-0.00665957506205402,301.613373027352,366.839266015206,466.473512989058,0.531835205992509
242,1405,-0.0116196588573866,-0.0187637069273528,302.184334271926,290.541594554202,444.144153966371,0.172241992882562
688,1987,-0.017101513989519,-0.019530150265968,170.355425234393,295.079191185377,327.852659362261,0.346250629089079
678,1472,-0.0639533639970042,-0.00258493531873285,393.432334978133,356.010283960862,429.911314410298,0.460597826086957
366,937,-0.236015349432031,-0.0197306440667461,317.809192207105,331.747580154696,558.093578885243,0.390608324439701
54,304,-0.080334341349414,-0.00904245175524156,327.037156302735,337.422995424108,239.806853496028,0.177631578947368
68,455,-0.141814597753106,-0.0612864780348793,336.730138361519,283.394141575796,110.749039570969,0.149450549450549
69,437,-0.0554568612564364,-0.0814298706397563,383.068272391693,375.000865955752,339.394368275301,0.157894736842105
44,346,-0.160802671011937,-0.134804168645478,363.522673914772,365.219350012056,325.220028588214,0.127167630057803
9,41,-0.207768504326934,-0.0580413965938403,327.785537735742,327.83547792802,NA,0.219512195121951
6,116,-0.876345589542878,-0.034722092791558,400.054157507337,342.466125731364,NA,0.0517241379310345
0,203,NA,-0.101189247260321,NA,344.742759208613,NA,0
0,71,NA,-0.123382239140607,NA,348.060654202968,NA,0
2,198,NA,-0.032726589230933,284.541866597607,295.329354652391,NA,0.0101010101010101
0,39,NA,-0.0714133171664295,NA,497.324511153135,NA,0
0,0,NA,NA,NA,NA,NA,NA
6,32,NA,-0.116293872508848,67.6347752191897,244.336479096815,NA,0.1875
0,67,NA,-0.019492691166165,NA,278.403285346371,NA,0
0,7,NA,NA,NA,423.802293131607,NA,0
0,6,NA,NA,NA,414.125603686694,NA,0
0,2,NA,NA,NA,522.556703108567,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,68,NA,-0.454822508158767,NA,324.588178192109,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,25,NA,-0.056196589840901,NA,377.109564647279,NA,0
0,28,NA,-0.286701561222344,NA,324.086958369858,NA,0
0,32,NA,-0.108286331167647,NA,348.771852189046,NA,0
0,6,NA,-0.789983842206846,NA,475.300033116933,NA,0
0,20,NA,NA,NA,484.995833494969,NA,0
0,1,NA,NA,NA,508.19252541933,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,1,NA,NA,NA,391.868315987433,NA,0
1,625,NA,-0.0309731571839588,399.632161242682,354.86610665146,NA,0.0016
0,143,NA,-0.13759715932574,NA,402.757961750628,NA,0
0,20,NA,-0.0910027424894255,NA,337.210825205909,NA,0
0,6,NA,-0.393593070319915,NA,410.408599274294,NA,0
0,29,NA,NA,NA,265.187104590283,NA,0
1,17,NA,-0.109258660167315,440.55970657405,420.459999457873,NA,0.0588235294117647
5,59,NA,-0.0907214539052062,504.791188105423,347.977336567245,NA,0.0847457627118644
0,35,NA,-0.316637191351472,NA,415.12846735664,NA,0
7,78,-0.52348035887683,-0.223754877008352,495.070317138809,406.154809223507,NA,0.0897435897435897
16,104,-0.115772583376279,-0.0304572232298997,463.095101129758,404.668159511865,NA,0.153846153846154
2,55,NA,-0.153316400760808,291.274064852512,368.120693338356,NA,0.0363636363636364
1,32,NA,-0.175567799883528,366.970190381866,219.482304945055,NA,0.03125
0,58,NA,-0.275015151087141,NA,377.105628191217,NA,0
13,32,-0.732411096077688,-0.509985202834877,302.490977782607,415.828689069344,383.073985749608,0.40625
5,90,NA,-0.176165002426639,450.385074175308,416.08974972253,NA,0.0555555555555556
2,13,NA,-0.627028655383627,249.810571263568,323.126130900358,222.379676451911,0.153846153846154
0,27,NA,NA,NA,374.011814992967,NA,0
8,11,NA,-0.488306141943408,459.888492635117,418.404118849513,NA,0.727272727272727
99,228,-0.140880319011463,-0.107760238254798,437.994673571352,364.461940617871,NA,0.434210526315789
308,401,-0.013311968487021,-0.0238895884055627,282.004633092781,323.968559687144,NA,0.768079800498753
153,361,-0.0477656430354361,-0.0585436466850184,344.819936705012,328.590026645623,512.340824914011,0.42382271468144
172,573,-0.00657840291417401,-0.0376956978958229,181.390699959532,270.665420179662,NA,0.300174520069808
192,697,-0.0662869014161083,-0.0297096084160458,329.40054443788,356.671065006949,NA,0.275466284074605
284,840,-0.0202201056948881,-0.0292847725825061,435.692092740649,391.193906273314,NA,0.338095238095238
714,2039,-0.00800030915510828,-0.0364065974893034,399.84347152084,350.948055346053,490.613382034799,0.350171652770966
309,948,-0.0448948381763836,-0.0063111857303826,306.354922632253,361.074047700381,NA,0.325949367088608
428,1635,-0.0232380973243298,-0.0107723572052272,293.410049169899,322.022824697556,266.5185754005,0.26177370030581
250,871,-0.0368085137804014,-0.0374148770442738,440.803029433701,379.244759050664,NA,0.287026406429391
1035,1504,-0.012165011256641,-0.00835461600748583,329.400063158288,331.080798143655,306.713950536196,0.688164893617021
213,640,-0.0221413424114211,-0.017772400716851,246.054444673305,333.724099704058,146.110729058089,0.3328125
34,365,-0.0894893747947911,-0.00855495282085262,373.857380903547,383.431284779132,NA,0.0931506849315069
28,222,-0.0275235331636988,-0.0262724618856873,336.583921328451,374.338292542529,NA,0.126126126126126
31,140,-0.0774511449204132,-0.0278589611086533,351.573454899526,365.695323321457,408.327826493916,0.221428571428571
7,98,-0.119906129881745,-0.0662528176562721,404.437321939335,334.44724268736,434.941188337917,0.0714285714285714
18,118,-0.366938449740392,-0.041555234015667,321.204474141238,358.390309269394,NA,0.152542372881356
0,58,NA,-0.0204814856140196,NA,403.83111914593,NA,0
2,78,NA,-0.0971237168615606,314.422002300276,398.528373520865,NA,0.0256410256410256
31,126,NA,-0.0908427802053137,298.737407232857,341.66474609611,NA,0.246031746031746
56,129,-0.063769141814844,-0.151394936853226,406.292886131998,457.911962903368,NA,0.434108527131783
73,112,-0.00914281656766206,-0.0204734952369512,333.093200486996,339.098416878905,NA,0.651785714285714
0,1,NA,NA,NA,77.9037300324868,NA,0
0,31,NA,NA,NA,455.210449957751,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,37,NA,NA,NA,373.758393456387,NA,0
0,75,NA,-0.0426895553423239,NA,352.915298957488,NA,0
1,64,NA,-0.025514117097455,457.715308733931,334.649618486831,NA,0.015625
0,76,NA,-0.0416550762170897,NA,332.627240357464,NA,0
0,1,NA,NA,NA,454.532987614803,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,3,NA,-0.481388815185125,NA,492.771729373651,NA,0
0,82,NA,-0.0521415314416113,NA,393.259694824784,NA,0
8,243,-0.548845666471817,-0.0589624005558406,289.407173454232,375.560348594762,NA,0.0329218106995885
7,4,NA,NA,490.608102540678,538.579370357321,NA,1.75
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,4,NA,NA,NA,241.84613927605,NA,0
3,14,NA,-0.269550172980624,460.724544888871,383.388535647029,NA,0.214285714285714
0,125,NA,-0.0480734229563846,NA,423.729290660134,NA,0
0,30,NA,-0.0448526302863494,NA,436.746023416888,NA,0
0,32,NA,-0.361360136465613,NA,331.081775064809,NA,0
0,49,NA,NA,NA,215.772430940816,NA,0
1,3,NA,NA,431.248826643515,445.884381718861,NA,0.333333333333333
7,73,-0.0972107591471428,-0.191692147602433,245.979682312566,362.77576053606,NA,0.0958904109589041
1,28,NA,-0.0908487008441069,386.377889388032,360.524634183893,NA,0.0357142857142857
4,76,-0.629651201825454,-0.0193439340797083,340.542496710935,369.552689211679,NA,0.0526315789473684
20,122,-0.169836629359073,-0.0697986833543969,473.364003627156,355.492541051457,NA,0.163934426229508
3,63,-0.992429342441157,-0.10331465083139,420.410668437787,433.185206086559,NA,0.0476190476190476
29,141,-0.288345678480583,-0.0409719712305318,416.102116882025,269.019028359912,262.138879862885,0.205673758865248
0,64,NA,-0.0635630102281284,NA,267.80429291755,NA,0
19,100,-0.211756388000201,-0.0436768586059151,317.89043673381,273.583445572283,444.572271677176,0.19
5,44,NA,-0.110623304083788,457.37099139682,326.768754842222,NA,0.113636363636364
2,65,NA,-0.0665072386142531,396.177934274915,341.004943905322,NA,0.0307692307692308
11,63,-0.755643243400831,-0.0913243700860594,489.095702450578,424.725007576255,477.882143216315,0.174603174603175
27,203,-0.134818685094485,-0.123524905710482,378.988480309471,285.938319922108,358.925260313094,0.133004926108374
312,317,-0.0347370921211135,-0.0127441416112234,394.356673530348,385.555278993104,257.975415362121,0.984227129337539
236,408,-0.0600826810079552,-0.00969572405642955,379.292467629865,389.116035983491,332.673844446368,0.57843137254902
155,554,-0.0605803039153578,-0.0403153903039283,427.325637379992,366.390401518303,NA,0.279783393501805
82,460,-0.0605300963102815,-0.040644083864398,292.83326522669,381.043556377727,NA,0.178260869565217
11,181,-0.546757321259173,-0.14464786364147,383.076030720685,295.470430033503,NA,0.0607734806629834
0,184,NA,-0.174612108543493,NA,410.465113705056,NA,0
169,669,-0.0672458409899022,-0.0235817901612829,415.006093640015,409.469429075812,NA,0.252615844544096
280,944,-0.00727942485407704,-0.0233349702002517,300.311735390913,331.02181999134,NA,0.296610169491525
574,1344,-0.0264720489517526,-0.0224990116008128,378.912880793544,393.450065010508,NA,0.427083333333333
103,487,-0.00671239159788334,-0.0117260311621464,389.462555455515,349.830635147645,NA,0.211498973305955
305,1138,-0.00727703682785984,-0.0231614256607542,323.905603233629,316.425616493324,409.517691170434,0.268014059753954
61,280,-0.0649881872097455,-0.0716912172511591,405.088614363463,367.646732511031,NA,0.217857142857143
74,619,-0.0501657082608451,-0.0223499928728544,364.280392490601,274.693371210783,266.43640148638,0.119547657512116
53,383,-0.0321932966684343,-0.0132118059662297,340.224659832173,360.765701363828,364.44206047828,0.138381201044386
38,430,-0.0542511455216235,-0.0111513706455224,321.318890120032,313.47718771303,127.284820260108,0.0883720930232558
14,179,-0.613594616428127,-0.119754779650904,183.768488218695,323.757619970236,359.150133032221,0.0782122905027933
4,167,-0.315738983645646,-0.0489106243196784,189.956582557294,360.128610801845,NA,0.0239520958083832
14,162,-0.0298178272631189,-0.174424858049361,469.370957717774,417.101987625643,NA,0.0864197530864197
13,158,-0.479408995622464,-0.147262847401425,414.27785480254,364.624973586362,NA,0.0822784810126582
3,36,NA,-0.253461962524794,470.916586734255,404.97521917477,NA,0.0833333333333333
48,141,-0.127878727640026,-0.314309769779947,488.71097142794,447.915934764522,NA,0.340425531914894
41,152,-0.150268927346861,-0.0185928453324632,477.067738735082,310.528959524632,NA,0.269736842105263
1,5,NA,NA,231.371859409645,449.751213344999,NA,0.2
2,115,NA,-0.0132760694132967,361.654852134362,405.592895919236,NA,0.0173913043478261
0,2,NA,NA,NA,465.246085825508,NA,0
8,43,NA,NA,182.075003912062,276.942148397695,NA,0.186046511627907
0,21,NA,NA,NA,413.453655722889,NA,0
0,19,NA,-0.176095020548837,NA,432.204741059699,NA,0
1,16,NA,NA,298.926041645397,124.280279288032,NA,0.0625
30,266,-0.649359003953318,-0.0588003114258026,290.489116752563,342.852664122629,NA,0.112781954887218
0,15,NA,NA,NA,410.785032139232,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,17,NA,NA,NA,255.073586654727,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,3,NA,-0.730587942311624,NA,538.947892268635,NA,0
2,93,NA,-0.107895001880514,431.118460858798,468.97766720448,NA,0.021505376344086
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,80,NA,-0.0886432285403414,NA,417.375646219182,NA,0
83,195,-0.037284740839772,-0.0248748384949068,279.704790599264,349.778748695283,NA,0.425641025641026
0,24,NA,NA,NA,326.873391863145,NA,0
0,37,NA,-0.080036998320202,NA,252.00125064174,NA,0
0,51,NA,-0.0383334705315955,NA,283.682202505423,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,11,NA,-0.0424322102299789,NA,284.208054448186,NA,0
0,26,NA,-0.375340905515879,NA,418.758638682806,NA,0
2,118,NA,-0.0316988702800915,211.557345673596,327.720806235452,NA,0.0169491525423729
16,55,NA,-0.11658280009472,416.371108148362,362.36080798512,NA,0.290909090909091
25,87,-0.180276541384326,-0.100226769443931,272.070524898173,295.65187853064,NA,0.28735632183908
0,30,NA,-0.164854051989678,NA,236.100070305383,NA,0
0,30,NA,-0.0705443449796158,NA,359.044403763361,NA,0
30,118,-0.193997440554897,-0.22272849687173,327.582210076343,379.500494621322,272.881410540908,0.254237288135593
4,30,NA,-0.0856141429337796,275.662075334852,321.082073759059,NA,0.133333333333333
5,24,NA,-0.0746006059736473,478.830449757554,356.444386204131,350.757746050391,0.208333333333333
6,40,-0.141815038421943,-0.399349732544417,414.032261833403,342.211716113375,506.363008239849,0.15
22,195,-0.161009340091863,-0.250667011729722,446.081624353932,344.162889635649,NA,0.112820512820513
22,138,-0.25703738775218,-0.228177788319738,472.988197452951,375.392844360656,NA,0.159420289855072
31,210,-0.221740448116878,-0.0498990340516836,435.390550180087,378.157053979756,437.099079149722,0.147619047619048
430,722,-0.0157664318828002,-0.00952465598711137,348.605349942385,360.54472213288,NA,0.595567867036011
326,514,-0.0402964431969169,-0.0252649978514204,389.035678390227,367.871688345234,379.574760713423,0.634241245136187
17,269,-0.107088339187198,-0.0535805193052944,472.133590565572,392.305543039953,468.162448186117,0.0631970260223048
47,232,-0.0745893979550801,-0.0384557642734757,393.72338556579,405.725578909143,NA,0.202586206896552
667,1151,-0.0212176753307209,-0.0173863936657901,274.910903309211,298.921603161399,NA,0.579496090356212
15,188,-0.572944882782409,-0.0246853091981176,443.251262554023,396.304141377512,NA,0.0797872340425532
158,422,-0.122073064103179,-0.0415135573198655,272.892482344034,346.247375725281,NA,0.374407582938389
257,600,-0.135941257182047,-0.0143001948964883,350.677609499281,338.727678678766,NA,0.428333333333333
6,243,NA,-0.060269435018036,360.54227187021,392.59287226651,NA,0.0246913580246914
10,189,-0.258518178093604,-0.0694352552807842,393.056239416693,329.481911273962,307.564338973966,0.0529100529100529
99,428,-0.0317502286179501,-0.0117822853268667,305.63086616028,332.410598523511,447.485611353926,0.231308411214953
12,257,-0.33041704355146,-0.0364571628528497,256.917146538083,360.234051384178,NA,0.0466926070038911
40,210,-0.140107486494404,-0.0305817215472048,357.401775566909,320.578756765099,NA,0.19047619047619
6,91,-0.456954618479257,-0.0406653769716132,420.350317714606,411.885113030838,163.085653987973,0.0659340659340659
21,285,-0.199374364135402,-0.0314480647602224,396.164920164237,420.485669845362,351.765922602695,0.0736842105263158
2,74,NA,-0.029864804200962,295.58427176491,396.169537030906,NA,0.027027027027027
10,169,-0.104769812261906,-0.192368602731403,513.671523396232,387.376099226176,NA,0.0591715976331361
58,112,-0.0291513787421983,-0.0567793804955717,465.731674555795,421.852266533715,NA,0.517857142857143
48,190,-0.0776239388535923,-0.0157070042056765,410.845838007313,307.279749590895,NA,0.252631578947368
21,153,-0.380919887677186,-0.0677197039893829,393.728830039421,294.85518532187,NA,0.137254901960784
18,228,-0.222208858796101,-0.0851744387365424,477.156874751708,353.596741741362,NA,0.0789473684210526
6,77,NA,-0.653744234575863,406.7721568909,419.012530764735,NA,0.0779220779220779
5,43,-0.316212196434671,-0.120094220309982,422.484951279778,346.769089352323,NA,0.116279069767442
1,101,NA,-0.109142575345449,379.543797741347,358.659630705176,NA,0.0099009900990099
17,280,-0.368667498818852,-0.0683696838555102,127.838543092644,280.981517453868,NA,0.0607142857142857
6,170,-0.97698448036293,-0.101670975223018,328.811906414628,347.351510668642,NA,0.0352941176470588
1,25,NA,-0.124483468767096,529.064807709037,302.028084778458,NA,0.04
0,56,NA,-0.171620680176339,NA,290.755298697662,NA,0
0,18,NA,NA,NA,543.358033867948,NA,0
